Date,FOODS,ENERGY_RESOURCES,CONSTRUCTION_MATERIALS,RAW_MAT_CHEM,PHARMACEUTICAL,AUTOMOBILES_TRANSP_EQUIP,STEEL_NONFERROUS,MACHINERY,ELEC_APPLIANCES_PRECISION,IT_SERV_OTHERS,ELECTRIC_POWER_GAS,TRANSPORT_LOGISTICS,COMMERCIAL_WHOLESALE,RETAIL_TRADE,BANKS,FIN_EX_BANKS,REAL_ESTATE
2018-03-31,-0.08662128531314117,-0.10854016857520676,-0.09801258805160273,-0.0465905126387991,0.007704547515670512,-0.06177735969624365,-0.15355957592353953,-0.09302852080965529,-0.0407603593388739,-0.011560822401076365,0.01402547535450438,-0.06511339899186375,-0.0527981855669708,-0.003235500858147944,-0.09334971519994362,-0.042150416912338784,-0.015620011976626103
2018-06-30,0.05168323395186114,0.05037284259317687,-0.007266887045377146,0.015008940588501218,0.018340930138712963,-0.01210505702627529,-0.0514565907981126,-0.03977797145691753,0.003076925504478467,0.027072082298410294,0.0892141487341842,0.08061758552782905,0.0311366887857929,0.06062462181643369,-0.0544163745770625,0.006024114603381037,0.031331516850640284
2018-09-30,-0.06266373643530443,0.19447264548927734,-0.03295191051278579,0.05100677511716967,0.1326444746062947,0.025385464694169357,0.0698997365169074,0.05498213441735267,0.019772507267864725,0.08957335563458813,0.033816622379269745,0.020998146839772858,0.0663616756990848,0.01427668635668411,0.05531363798405309,0.04979066450301595,-0.013355791181554721
2018-12-31,-0.08351877374277805,-0.421662055323031,-0.1560368796948719,-0.20426658628862704,-0.2367252735958978,-0.16505719913999073,-0.254728516513401,-0.26017188211496745,-0.23108160093507024,-0.2455364510010174,-0.033816622379269745,-0.14390036397109007,-0.16929205650362,-0.13353139262452274,-0.22989273328913917,-0.2019413436636075,-0.11530711169070607
2019-03-31,0.043288087015449506,-0.01961683374605805,0.06122908623620482,0.05373909883078909,0.1027501268038975,0.024591403137323553,0.05602993043812354,0.10784852120640664,0.11517932566005129,0.12982081322798678,0.03995537707759489,0.14649439914813733,0.06271647386762602,-0.03090973889158377,0.03220711467044168,0.031830644257619056,0.12167335869054874
2019-06-30,-0.08102841499829694,-0.016500591481936056,-0.07502920667304203,-0.0055003311930459375,-0.09442286829978919,-0.024591403137323553,-0.049502492118159935,0.02211780525361995,0.020089961390347355,0.027047259575770255,-0.18207678871049104,-0.08090663861280056,-0.015314234973041962,-0.0670056971359827,-0.06899287148695166,-0.011925183910806325,-0.054215677327555056
2019-09-30,0.004618945856295298,-0.04843996280006735,0.003467925199633015,-0.00980609008963107,0.027425341671733605,0.022057831982229104,-0.1620980299143735,-0.010997754209540744,0.04377894439858565,0.018373808402134983,0.018909654357292638,0.047183738121157504,0.0030816665374082675,0.0644708415327937,-0.02010712329909481,0.0059803681014862775,0.05120513817468364
2019-12-31,0.016174754881372877,0.061489299777788275,0.09836279485211463,0.073495714741588,0.1581429712210909,0.04367939987507086,0.1086450925709812,0.08622117544712893,0.1218291314216291,0.07112204191515659,0.010035926527784511,-0.006991155121928827,0.07410797215372078,0.06533135397066658,0.06699964778538003,0.08722430150869265,0.03295191051278579
2020-03-31,-0.08552217343816082,-0.34306261774124813,-0.24283412751497124,-0.16120843600309875,-0.08406890024543756,-0.24164784745068424,-0.41408139439707803,-0.2285931560817751,-0.19589642588502443,-0.15249778688895788,-0.04373875006290717,-0.19612387339019755,-0.18770746335609978,-0.16282666054327244,-0.30761878694953815,-0.22392449629728084,-0.30765327149184607
2020-06-30,0.02476674432249304,0.05797010219620091,0.08539101729658682,0.07997074710789676,0.14001101553689743,0.08701137698963102,0.10255283950362681,0.16270106227307046,0.1649930872005232,0.1437749901486054,-0.04418083328172173,-0.011889175712186173,0.040201326247510494,0.1353484313521438,0.056144729009101724,0.0587846948944275,0.05657035148839462
2020-09-30,-0.02211070026437767,-0.11821416306120724,-0.012671764068821645,0.021359205845445928,-0.05189843812765105,-0.027005375669261866,0.007469689260011236,0.05276280236691022,0.04991619983896278,0.08359852325040507,-0.03971927978457224,-0.09763846956391653,0.06412452816953973,0.034113324623293195,-0.10919929196499112,-0.012042757863182985,-0.0016680571006961742
2020-12-31,0.02581029752884234,0.021753896873644152,0.06579968090779609,0.12312237670978732,0.0036253816143165807,0.14403226762232002,0.1992320289422711,0.13316421802887923,0.1897962312106607,0.10205498164902593,-0.009772064733793329,0.03243527575315497,0.061720112157871654,0.06447947357474249,0.029994355868192102,0.1009706519789706,0.08937363751980243
2021-03-31,0.025880795710337523,0.2806956991638021,0.1438634052213157,0.05170427121050558,0.0076106916526086366,0.13296390939733982,0.21149055223164126,0.06710591664281829,0.05506656178875602,0.06668019700567207,0.12448899644607536,0.08167803101426685,0.15519288940570064,0.08160855882916529,0.24315961602067837,0.10922834188728459,0.14868319764512528
2021-06-30,0.010025146619378589,-0.0232118738612197,-0.047197293005854846,-0.006407996295330065,-0.031208206453840148,0.07319301570807113,-0.03133088348005586,-0.06069974483040674,0.03740732542897085,-0.024611578596566375,-0.11471693171228203,0.011696039763190669,-0.011313759900271947,-0.020619287202736203,-0.05644131090495108,-0.01445441674015946,-0.009917436657346457
2021-09-30,0.050366609358480474,0.03177927514651735,0.02144854340748381,0.005342844410495928,0.005337725668477233,-0.017384543780190498,0.03625397034642397,0.05103783391867012,0.07279581470464436,0.021364822497696778,-0.034628356840038066,0.03615998141444443,0.01381064009886046,-0.0033389012655149486,0.05766008009908141,0.07738666361542101,0.031073636624658008
2021-12-31,-0.048409139207686636,0.022493919347967406,-0.02506845686261805,-0.043193068541594215,-0.08701137698962924,0.013066659000255498,-0.03529962002744824,0.0072551708811712246,0.052693280133601306,-0.04370555177230173,-0.08762169132044484,-0.10501443501758345,0.04438670570026204,-0.11530387886525695,-0.029668430662214362,-0.006403437035206849,-0.12068579531434587
2022-03-31,-0.03105503214655947,0.19131711970253384,-0.03177794449430138,-0.061772814119793296,0.019684368848775335,0.012694683176050603,0.14286764210048553,-0.04686430897621818,-0.133836969403065,-0.010759219151740496,0.055223290763194655,0.06529515523300944,0.14001083274023962,0.015132403761107582,0.10337611390642465,0.06727834041971015,0.07707542951170332
2022-06-30,0.05685272496769933,0.07481845175732005,0.003270266871545857,-0.04995477973123208,0.05620891955687668,-0.035200321537239176,-0.10572809515102932,-0.05023059503142768,-0.10059832534657787,-0.05942342047080018,0.16425053166205217,0.0016194335523032066,-0.09934152163122789,-0.021014081698073284,0.006990670029546564,0.002332945567362188,0.04296603588344361
2022-09-30,0.010512806859876989,-0.09491963107840817,-0.03415891881132005,-0.04171240879459148,0.028975705983983246,-0.07480530528827423,-0.01512607941227806,-0.04563529470661898,-0.052737690484505606,-0.010440611370876596,-0.11802203480263884,0.018596239645502166,0.010934049706792237,0.04791335569589705,-0.05781957088882628,-0.05367892560598797,-0.04011057077030955
2022-12-31,0.0037645492781788192,-0.0011721040607373112,0.0036131558035936706,0.032127005125913044,0.03264707783666587,-0.024834571337397193,0.08522128428294629,0.015717957673400562,0.013547876815204418,0.00036818851667774766,0.007254772132364806,0.011998880932701184,0.12765211357935513,0.03860631634612588,0.22314355131420882,0.08964226511590567,-0.05587660256395921
2023-03-31,0.056285084501331184,0.038348257134403596,0.08345854755169313,0.09023412364048333,0.019279563812220957,0.08947245160863915,0.17941339999236838,0.1356495308220662,0.1389145476263458,0.02490358636980794,0.013381400715715586,0.018965281632851827,0.09322334876074301,0.018227158417040812,-0.008608374536599683,-0.032308243232657574,-0.005870336167797419
2023-06-30,0.09598509216469964,0.07184808418628386,0.1175618211880547,0.08416951349802382,0.05480059850516028,0.18967505100592064,0.03541230614741586,0.15544667946297253,0.14080256866778207,0.10197958232183524,0.17584360382589814,0.10403533864524661,0.24310644786307734,0.0876309611799595,0.1520900980142912,0.17064502713211915,0.10796194612906262
2023-09-30,0.02061330063061817,0.23925948777555206,0.03002646883242832,-0.04074139042918823,-0.0058013215640855265,0.06511074203044309,0.08520483065240292,-0.03792911408875099,-0.07403789588735776,-0.021964495524159133,0.07665885785967319,0.015423054271114012,0.008086871055928313,0.000194647202562237,0.1678471186941639,0.08826897514321885,0.08530160952887655
2023-12-31,0.01568100556215235,-0.04972775903170934,0.011762609533882085,0.05401901386271568,-0.07923999962683048,-0.06177007958296343,-0.025719377366222318,0.023718186025455168,0.08039481149750216,0.0456759556565256,0.0026410126650517896,0.010061267742367264,-0.006236731767767623,0.03311624275256975,-0.04348511193973792,0.0061255934266828405,-0.002945510229757531
2024-03-31,0.07439081758058208,0.2552977294038019,0.16289607451450294,0.09116794688123697,0.09797253586316579,0.309300312448455,0.17974913820905236,0.21711003670387186,0.1491377047657867,0.09219634958683542,0.16539096302667744,0.03011553371703002,0.23768258926603814,0.14634668423608765,0.2398340872431426,0.28347476083336787,0.25963760974478056
2024-06-30,0.007586694335698141,0.059673699878858955,-0.01680711831638071,0.009774632451572174,0.03472205722445132,-0.10390147579035869,-0.0012705328871298605,0.024896183219905055,0.029202894869621687,0.02001210295672351,0.060712283442613924,-0.050892661658787475,0.02720503949501385,-0.070411294949702,0.10827972439355626,0.10781055899349923,-0.09242469948313214
2024-09-30,-0.008637666581671866,-0.12457135192350322,-0.0006521030553869878,-0.01804703088313886,-0.014233880307505942,-0.19735683527419567,-0.04818192201584104,-0.09150696687250104,-0.05955223565468337,-0.01253220617237183,-0.09923492223114216,0.021047654116815195,-0.0860795121020761,0.07138674617320184,-0.15192407960958398,-0.11821327272364002,-0.043873396834788636
2024-12-31,-0.002895881976382242,0.03667547855840603,0.024485759383805927,-0.05685776368172135,-0.037222710490608435,0.13056687741828554,0.03777562089638664,0.040050819296739704,0.038890870650085674,0.07613269904721953,-0.07248385666311563,-0.00951223370217491,-0.0069204428445743815,0.057465303515520816,0.19718067119770488,0.10714049523238245,0.0007819627662897233
2025-03-31,-0.019164813342277043,0.0,-0.013134899715117498,-0.07676491562870069,-0.05885699609274475,-0.09734464401190657,-0.016841334478545633,-0.034179438672063966,-0.058372006221908634,-0.04759565875166949,0.0027320798606051966,0.016520348638259463,-0.03906746819090934,-0.054220654335402685,0.07868030964264072,0.009005949335595176,0.04881497837308224
2025-06-30,0.04544445758552307,-0.07077522664738112,0.07454552325630814,0.04655321175758864,0.005948400922431318,-0.008117751326103928,0.03448617607116944,0.16451268306577127,0.08256160069302076,0.1408513330294081,0.014134510934905364,0.05258174681253713,0.08092341076122977,0.11146429859584295,-0.01487952369160972,0.01929539928631918,0.04393377322119996
2025-09-30,0.030849475439419294,0.22611238080801144,0.11254803262035651,0.05624788751223342,-0.0019149756905285642,0.09563430640174886,0.28434075900765876,0.04732002388277401,0.07882280569530487,0.04425186672642489,0.15715368508702632,0.05092370520083733,0.14371304951401243,-0.011951752820440475,0.1498584026261689,0.07914467352693322,0.1263218997238269
2025-12-31,0.032339907977853244,0.1433643135407614,0.13979682670453997,0.018283238638518995,0.11160892373124476,0.12243611644808006,0.14429416120471572,0.034284235248875916,0.10872615453380163,-0.02603031246758647,0.13008969466195097,0.016334737447500913,0.11894264814448263,0.09076775382410496,0.10327376575765079,0.060624621816435464,0.09667915746802436
